Berufsbenennungen;KldB 2010 (5-Steller)
Techniker/in - Obstbau u. Obstverwertung;12113
Techniker/in - Obstbau und Obstveredelung;12113
Baumschulgärtner/in;12122
Blumengärtner/in;12122
Fachwerker/in im Gartenbau (Garten-, Zierpflanzenbau);12122
Gärtner/in - Baumschule;12122
Gärtner/in - Staudengärtnerei;12122
Gärtner/in - Zierpflanzenbau;12122
Pflanzenzüchter/in;12122
Saat- und Pflanzenzüchter/in;12122
Staudengärtner/in;12122
Ziergärtner/in;12122
Zierpflanzengärtner/in;12122
Baumschulentechniker/in;12123
Gartenbautechniker/in - Produktion und Vermarktung;12123
Techniker/in - Gartenbau (Baumschule);12123
Techniker/in - Gartenbau (Prod. u. Vermar.)/B. Prof. Technik;12123
Techniker/in - Gartenbau (Staudengärtnerei);12123
Techniker/in - Gartenbau (Zierpflanzenbau);12123
Friedhofsgärtner/in;12132
Gärtner/in - Friedhofsgärtnerei;12132
Grabpfleger/in;12132
Gartenbautechniker/in - Friedhofsgärtnerei;12133
Techniker/in - Gartenbau (Friedhofsgärtnerei);12133
Anlagengärtner/in;12142
Baumpfleger/in;12142
Facharbeiter/in - Grünanlagen;12142
Fachwerker/in im Gartenbau (Schwerp. Garten-,Landschaftsbau);12142
Gärtner/in - Garten- und Landschaftsbau;12142
Greenkeeper-Assistent/in;12142
Landschaftsgärtner/in;12142
Parkgärtner/in;12142
Agrarwirt/in - Baumpflege und Baumsanierung;12143
Bauingenieur/in (FS) - Landschafts- und Grünanlagenanbau;12143
Baumsanierer/in;12143
Fachagrarwirt/in - Baumpflege/B. Prof. Baumpflege;12143
Fachagrarwirt/in - Head-Greenkeeper/in;12143
Fachagrarwirt/in - Sport- und Golfplatzpflege;12143
Garten- und Landschaftsbautechniker/in;12143
Garten-/Landschaftsgestalter/in;12143
Gartenbauingenieur/in (FS) - Garten und Landschaftsgestaltg.;12143
Gestalter/in - Garten- und Landschaftsbau;12143
Greenkeeper/in (Golf);12143
Grünflächengestalter/in;12143
Head-Greenkeeper;12143
Landschaftsbautechniker/in;12143
Landschaftsgestalter/in;12143
Techniker/in - Agrartechnik (Garten-, Landschaftsbau);12143
Techniker/in - Gartenbau (GaLaBau)/B. Prof. Technik;12143
Techniker/in - Landschaftsbau;12143
Techniker/in (staatl.gepr.) - Agrartechnik (Landschaftsbau);12143
Dipl.-Ing. - Landschaftsarchitektur/Landespfl./planung;12144
Freiraumplaner/in;12144
Garten- und Landschaftsarchitekt;12144
Garten- und Landschaftsplaner/in;12144
Gartenarchitekt/in;12144
Grünplaner/in;12144
Ingenieur/in - Landespflege/Landschaftsplanung/-architektur;12144
Ingenieur/in - Landschaftsarchitektur;12144
Landespfleger/in (Uni);12144
Landschafts- und Freiraumplaner/in;12144
Landschaftsarchitekt/in;12144
Landschaftsplaner/in;12144
Baumschulgärtnermeister/in;12193
Friedhofsgärtnermeister/in;12193
Gartenbaumeister/in;12193
Gartenbauwirtschafter/in;12193
Gartenverwalter/in;12193
Gärtnermeister/in - Baumschule;12193
Gärtnermeister/in - Friedhofsgärtnerei;12193
Gärtnermeister/in - Garten- und Landschaftsbau;12193
Gärtnermeister/in - Gemüsebau;12193
Gärtnermeister/in - Obstbau;12193
Gärtnermeister/in - Staudengärtnerei;12193
Gärtnermeister/in - Zierpflanzenbau;12193
Gemüsegärtnermeister/in;12193
Landschaftsbaumeister/in;12193
Meister/in - Gartenbau;12193
Meister/in - Grünanlagen;12193
Obstbaumeister/in;12193
Staudengärtnermeister/in;12193
Versuchsgartenleiter/in;12193
Wirtschafter/in - Gartenbau/B. Prof. Agrarwirtsch.;12193
Wirtschafter/in - Obstbau und Obstveredlung;12193
Zierpflanzenbaumeister/in;12193
Betriebsleiter/in - Gartenbau;12194
Gartenbaubetriebsleiter/in;12194
Gartenbauleiter/in;12194
Gartenbauverwalter/in;12194
Blumenbinder/in;12202
Blumenbinder/in (Naturblumen);12202
Blumenbinder/in und -händler/in (Florist/in);12202
Blumenhändler/in;12202
Blumenverkäufer/in;12202
Floralarrangeur/in;12202
Florist/in;12202
Gärtner/in - Blumenbinden;12202
Kranzbinder/in;12202
Straußbinder/in;12202
Trauerbinder/in;12202
Floralgestalter/in;12203
Florist/in (staatl. geprüft);12203
Floristiktechniker/in;12203
Gestalter/in - Blumenkunst/B. Prof. Gestaltung;12203
Techniker/in - Gartenbau (Floristik);12203
Blumenbinde(r)meister/in;12293
Floristikwirtschafter/in;12293
Floristmeister/in;12293
Meister/in - Floristik;12293
Wirtschafter/in - Floristik;12293
Betriebsleiter/in - Floristik;12294
Bergbauhelfer/in;21111
Erdgasgewinnerhelfer/in;21111
Erdölgewinnerhelfer/in;21111
Helfer/in - Bergbau, Mineralgewinn., -aufbereit., Baustoffe;21111
Helfer/in - Bergbau, Tagebau;21111
Torfarbeiter/in;21111
Anlagenwärter/in (Erdöl-, Erdgasgewinnung);21112
Berg- und Maschinenmann/-frau - Transport und Instandhaltung;21112
Berg- und Maschinenmann/-frau - Vortrieb und Gewinnung;21112
Bergbaufacharbeiter/in;21112
Bergbaufacharbeiter/in - Erzbergbau;21112
Bergbaukumpel;21112
Bergbaumaschinist/in;21112
Bergbautechnologe/-technologin - Tiefbautechnik;21112
Bergbautechnologe/-technologin - Tiefbohrtechnik;21112
Bergmann;21112
Bergmechaniker/in;21112
Bohrarbeiter/in (Erdöl-, Erdgasgewinnung);21112
Bühnenmann/-frau (Erdöl-, Erdgasgewinnung);21112
Elektrohauer/in;21112
Erdgasgewinner/in;21112
Erdölgewinner/in;21112
Facharbeiter/in - Anlagen und Geräte (Fahrbetrieb);21112
Facharbeiter/in - Anlagen und Geräte (Gewinnung);21112
Facharbeiter/in - Bergbautechnologie;21112
Facharbeiter/in - Bergbautechnologie (Bergbaumaschinist);21112
Facharbeiter/in - Bergbautechnologie (Vortrieb und Abbau);21112
Facharbeiter/in - Tiefbohrungen (Bergbau);21112
Fachkraft - Staubmessungen (Bergbau);21112
Fahrhauer/in;21112
Förderarbeiter/in (Erdöl-, Erdgasförderung);21112
Fördermaschinist/in;21112
Grubenschlosser/in;21112
Hauer/in (Aus- und Vorrichtung);21112
Hauer/in (Gewinnung);21112
Hauer/in in Förderung und Transport;21112
Knappe (Erzbergbau);21112
Knappe (Stein- und Pechkohlenbergbau);21112
Kumpel (Bergbau);21112
Maschinenhauer (Bergmann);21112
Mechaniker/in - Bergbautechnik;21112
Salzbergmann;21112
Schachtfahrhauer/in;21112
Schachthauer/in;21112
Strebhauer/in (Versatz);21112
Tiefbohrfacharbeiter/in (Erdöl-, Erdgasgewinnung);21112
Vorarbeiter/in - Berg- und Tagebau;21112
Wettermann (Bergmann);21112
Abteilungssteiger/in;21113
Beamt(er/in) - Bergverwaltung (geh. bergtechn. Dienst);21113
Beamt(er/in) - Bergverwaltung (geh. Dienst);21113
Bergbauingenieur/in (FS) - Bergbautechnik/Tagebautechnik;21113
Bergbauingenieur/in (FS) - Bergbautechnik/Tiefbau;21113
Bergbaumaschinentechniker/in;21113
Bergbautechniker/in;21113
Bergtechniker/in;21113
Betriebsstudienhauer/in (Bergbau);21113
Bohr-, Förder- und Rohrleitungstechniker/in;21113
Bohrtechniker/in;21113
Bohrtechniker/in - Servicebereich;21113
Brandschutzsteiger/in;21113
Brandsteiger/in;21113
Elektrofahrsteiger/in;21113
Elektrosteiger/in;21113
Erkundungsbohrtechniker/in;21113
Explosionsschutzsteiger/in;21113
Fahrsteiger/in;21113
Fördertechniker/in;21113
Grubensteiger/in;21113
Lagersteiger/in;21113
Maschinenfahrsteiger/in;21113
Maschinen-Reviersteiger/in;21113
Maschinensteiger/in;21113
Obersteiger/in;21113
Reviersteiger/in;21113
Schichtsteiger/in;21113
Sicherheitssteiger/in;21113
Sicherheitstechniker/in (Bergbau);21113
Staubschutzsteiger/in;21113
Staubsteiger/in;21113
Steiger/in;21113
Steiger/in - Lagerwirtschaft;21113
Steiger/in - Tagebau;21113
Techniker/in - Aufbereitungstechnik;21113
Techniker/in - Bergbau/Tagebau;21113
Techniker/in - Bergbau/Tiefbau;21113
Techniker/in - Bergbautechnik (Steine/Erden);21113
Techniker/in - Bergbautechnik (Tagebautechnik);21113
Techniker/in - Bergbautechnik (Tiefbautechnik);21113
Techniker/in - Bergbautechnik (Tieflagerungstechnik);21113
Techniker/in - Bergbautechnik (Verfahrenstechnik);21113
Techniker/in - Bergbautechnik/B. Prof. Technik;21113
Techniker/in - Bohr-/Förder-/Rohrleitungstech. (Fördertech.);21113
Techniker/in - Bohr-/Förder-/Rohrleitungstech.(Rohrleit.);21113
Techniker/in - Bohrtechnik (Erkundungsbohrtechnik);21113
Techniker/in - Bohrtechnik (Umweltbohrtechnik);21113
Techniker/in - Bohrtechnik/B. Prof. Technik;21113
Techniker/in - Bohrtechnik/Fluidbergbau;21113
Techniker/in - Kohleveredelung;21113
Techniker/in - Maschinentechnik (Bergbau);21113
Techniker/in (staatl.gepr. ) - Verfahrenstechnik (Bergbau);21113
Tiefbohringenieur/in (FS);21113
Wettersteiger/in;21113
Aufbereitungsingenieur/in (Bergbau);21114
Beamt(er/in) - Bergverwaltung (höh. bergtechn. Dienst);21114
Bergbauingenieur/in;21114
Bergbauingenieur/in - Entsorgungsbergbau;21114
Bergbauingenieur/in - Tiefbohr-, Schacht- u. Tunnelbau;21114
Bohringenieur/in;21114
Dipl.-Ing. (FH) - Bergtechnik;21114
Dipl.-Ing. (FH) - Steine Erden;21114
Dipl.-Ing. (Uni) - Bergbau;21114
Dipl.-Ing. (Uni) - Bergbau - Tagebau;21114
Dipl.-Ing. (Uni) - Bergbau - Tiefbau;21114
Dipl.-Ing. (Uni) - Bohrtechnik/Fluidbergbau;21114
Dipl.-Ing. (Uni) - Kohleveredlung;21114
Dipl.-Ing. (Uni) - Tiefbohrtechnik;21114
Erdölingenieur/in;21114
Förderingenieur/in (Erdöl-, Erdgasgewinnung);21114
Ingenieur/in - Bergbau;21114
Ingenieur/in - Rohstoffgewinnung und -aufbereitung;21114
Ingenieur/in - Tiefbohrtechnik;21114
Salineningenieur/in;21114
Sicherheitsingenieur/in - Bergbau;21114
Absprenger/in (Naturstein);21122
Sprengmeistergehilfe/-gehilfin;21122
Sprengmeisterhelfer/in;21122
Entschärfer/in (Munition);21123
Kampfmittelbeseitiger/in;21123
Minensucher/in;21123
Munitionsberger/in;21123
Munitionsräumer/in;21123
Schießmeister/in (Bergbau);21123
Schießsteiger/in;21123
Sprengbeauftragte/r;21123
Sprengbeauftragte/r (Bergbau);21123
Sprengberechtigte/r;21123
Sprenger/in (Steinbruch);21123
Sprengsteiger/in;21123
Sprengstofffachmann/-frau (Bergbau);21123
Sprengtechniker/in;21123
Techniker/in - Spreng- und Sicherheitstechnik;21123
Sprengingenieur/in;21124
Sprengingenieur/in (Bergbau);21124
Bohrmeister/in;21193
Bohrschichtführer/in;21193
Feldaufseher/in (Erdöl-, Erdgasförderung);21193
Förderaufseher/in (Erdöl-, Erdgasförderung);21193
Förderschichtführer/in (Erdöl-, Erdgasförderung);21193
Grubenaufseher/in;21193
Meister/in - Bergbautechnologie (Tagebau);21193
Meister/in - Bergbautechnologie (Tiefbau);21193
Meister/in - Sprengtechnik;21193
Meister/in - Tiefbohrtechnik;21193
Meister/in - Tiefbohrtechnik (Bergbau);21193
Räumstellenleiter/in;21193
Schichtführer/in (Erdöl-, Erdgasgewinner);21193
Sprengstoffaufseher/in;21193
Strebmeister/in;21193
Tiefbohrmeister/-in (Bergbau);21193
Torfmeister/in;21193
Bergwerksdirektor/in;21194
Betriebsdirektor/in (Bergbau);21194
Betriebsführer/in (Bergbau);21194
Betriebsleiter/in - Bergbau;21194
Grubenbetriebsführer/in;21194
Grubeninspektor/in;21194
Leiter/in - Maschinenabteilung (Bergbaumaschinentechnik);21194
Leiter/in - Sicherheitsdienstes (Bergbau);21194
Produktionsleiter/in - Bergbau;21194
Baustoffindustriehelfer/in;21201
Branntsteinherstellerhelfer/in;21201
Edelsteinbearbeiterhelfer/in;21201
Formsteinherstellerhelfer/in;21201
Helfer/in - Baustoffindustrie;21201
Helfer/in - Edelsteinbearbeitung;21201
Helfer/in - Kokerei;21201
Helfer/in - Mineralgewinnung, -aufbereitung;21201
Helfer/in - Naturstein- und Mineralaufber., Baustoffherst.;21201
Helfer/in - Natursteinbearbeitung;21201
Kalksandsteinhärter/in;21201
Kokereiarbeiter/in;21201
Mineralaufbereitungshelfer/in;21201
Natursteinbearbeitungshelfer/in;21201
Produktionshelfer/in - Steinbearbeitung;21201
Steinbearbeitungshelfer/in;21201
Steinbrecherhelfer/in;21201
Steinmetzhelfer/in;21201
Ziegeleiarbeiter/in;21201
Aufbereiter/in - Bergbau;21212
Aufbereitungsmechaniker/in - Braunkohle;21212
Aufbereitungsmechaniker/in - Feuerfeste/keramische Rohstoffe;21212
Aufbereitungsmechaniker/in - Naturstein;21212
Aufbereitungsmechaniker/in - Sand und Kies;21212
Aufbereitungsmechaniker/in - Sortierung/Klassierung;21212
Aufbereitungsmechaniker/in - Steinkohle;21212
Aufbereitungsmechaniker/in - Zerkleinerung;21212
Aufbereitungsmechaniker/in Gewinnung (Naturstein);21212
Aufbereitungsmechaniker/in Gewinnung (Sand u. Kies);21212
Aufbereitungsmechaniker/in Gewinnung(feuerf.,keram.Rohstoff);21212
Bohrerfahrer/in (Steinbruch);21212
Brechermaschinist/in;21212
Brenner/in (Mineralbrenner/in);21212
Facharbeiter/in - Anlagen und Geräte (Braunkohlebrikett);21212
Facharbeiter/in - Anlagen und Geräte (Rohstoffaufb./Halbf.);21212
Facharbeiter/in - Anlagentechnik (Technische Kohle);21212
Fördergutaufbereiter/in;21212
Granitschleifer/in;21212
Granulierer/in (Mineralaufbereiter/in);21212
Kerammassenaufbereiter/in;21212
Kiesgewinner/in;21212
Kiesgrubenarbeiter/in;21212
Koksausdrückmaschinist/in;21212
Kunststeinschleifer/in;21212
Marmor- und Natursteinsäger/in;21212
Marmorfräser/in;21212
Marmorpolierer/in;21212
Marmorsäger/in;21212
Marmorschleifer/in;21212
Marmorschneider/in;21212
Maschinenschleifer/in (Steinschleifer/in);21212
Maschinist/in - Aufbereitungs- und Förderanlagen;21212
Maschinist/in - Brikettierungsanlagen;21212
Mechaniker/in - Naturwerkstein;21212
Mineralbrenner/in;21212
Mühlsteinschleifer/in;21212
Natursteinbearbeiter/in;21212
Natursteinfräser/in;21212
Natursteinsäger/in;21212
Natursteinschleifer/in;21212
Naturwerksteinmechaniker/in - Maschinenbearbeitungstechnik;21212
Naturwerksteinmechaniker/in - Schleiftechnik;21212
Sandgrubenfachkraft;21212
Sandsteinhauer/in;21212
Schieferfacharbeiter/in;21212
Schiefersäger/in;21212
Schieferschleifer/in;21212
Schlosser/in - Anlagen und Geräte;21212
Schotter- u. Brechwerksteuer(er/in);21212
Siebmaschinenführer/in (Steinkohleaufbereitung);21212
Spalter/in (Steinbruch);21212
Steinbohrer/in;21212
Steinbrecher/in;21212
Steinbrucharbeiter/in;21212
Steinbruchbohrer/in;21212
Steinfliesenmacher/in;21212
Steinfräser/in;21212
Steinmischer/in (Schottermischer/in);21212
Steinputzer/in (Steinbrecher);21212
Steinsäger/in;21212
Steinschleifer/in;21212
Steinspalter/in;21212
Tongewinnungsmaschinenführer/in;21212
Vorarbeiter/in - Steinbearbeitung;21212
Kohleveredlungstechniker/in;21213
Techniker/in - Kohleveredlung (Aufbereitung);21213
Baustoffhersteller/in - Steine- und Erdenindustrie;21222
Baustoffmaschinist/in - Beton;21222
Baustoffmaschinist/in - Bindebaustoffe;21222
Baustoffmaschinist/in - Faserbaustoffe;21222
Baustoffmaschinist/in - Kleinformatige Bauelemente;21222
Baustoffmaschinist/in - Schwere Zuschlagstoffe;21222
Betonfertigteilbauer/in;21222
Betonfertigteilbauer/in - Betonfertigteilbau;21222
Betonfertigteilbauer/in - Betonstein u. Terrazzo;21222
Betonmaschinist/in;21222
Betonmischanlagenführer/in;21222
Betonmischerführer/in (Bau);21222
Betonmischmaschinenführer/in;21222
Betonpumpenbediener/in;21222
Betonpumpenmaschinist/in;21222
Betonstein- und Terrazzohersteller/in;21222
Betonstein- und Terrazzohersteller/in - Betonfertigteilbau;21222
Betonstein- und Terrazzohersteller/in - Betonstein/Terrazzo;21222
Betonstein- und Terrazzowerker/in;21222
Betonsteinformer/in;21222
Betonsteinhersteller/in;21222
Betonwarenerzeuger/in;21222
Betonwarenmacher/in;21222
Betonwerker/in;21222
Betonwerker/in - Betonherstellung und -verarbeitung;21222
Betonwerker/in - Betonstein- und Terrazzowerker/in;21222
Betonwerker/in - Bewehrungsbau;21222
Betonwerker/in - Silikatbeton;21222
Betonwerker/in - Zementbeton;21222
Betonwerker/in (DDR-Beruf);21222
Bindemittelfacharbeiter/in;21222
Branntsteinbrenner, -trockner, -glasierer/in;21222
Branntsteinbrenner/in;21222
Branntsteinhersteller/in;21222
Feuerfestarbeiter/in;21222
Formsteinhersteller/in - Steine- und Erdenindustrie;21222
Kalk- u. Zementwerker/in;21222
Kalkwerker/in;21222
Kapselmacher/in (Feuerfestarbeiten);21222
Mischanlagenführer/in (Betonbau);21222
Terrazzohersteller/in;21222
Verfahrensmech. Steine-/Erdeni.(vorgefertigte Betonerzeug.);21222
Verfahrensmechaniker/in - Gipsplatten oder Faserzement;21222
Verfahrensmechaniker/in - Kalksandsteine oder Porenbeton;21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Asphalttechnik;21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Baustoffe;21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Gipspl./Faserz.;21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Kalks./Porenb.;21222
Verfahrensmechaniker/in - Steine-/Erdenind.- Transportbeton;21222
Verfahrensmechaniker/in - Steine-/Erdenind.- vorg. Betonerz.;21222
Verfahrensmechaniker/in - Transportbeton;21222
Verfahrensmechaniker/in - vorgefertigte Betonerzeugnisse;21222
Werksteinhersteller/in;21222
Zementbrenner/in;21222
Zementwerker/in;21222
Ziegelbrenner/in;21222
Ziegler/in;21222
Baustoffingenieur/in (FS) - Bauelemente;21223
Baustoffingenieur/in (FS) - Baustoffe;21223
Baustofftechniker/in;21223
Techniker/in - Bauelementetechnologie;21223
Techniker/in - Baustofftechnologie;21223
Ziegeleitechniker/in;21223
Bausteinmetz/in;21232
Friedhofsteinmetz/in;21232
Gipsbildhauer/in (Steinbearbeiter/in);21232
Grabsteinhauer/in;21232
Grabsteinmetz/in;21232
Grabsteinschleifer/in;21232
Grabsteinsetzer/in;21232
Industriesteinmetz/in;21232
Inschriftensteinmetz/in;21232
Marmordrechsler/in;21232
Marmordreher/in;21232
Mosaiksteinmacher/in;21232
Naturwerksteinmechaniker/in - Steinmetztechnik;21232
Pflastersteinmacher/in;21232
Poliersteinmetz/in;21232
Schleif- und Poliersteinmetz/in;21232
Schriftenhauer/in;21232
Steinbearbeiter/in;21232
Steinbehauer/in;21232
Steindrechsler/in;21232
Steindreher/in;21232
Steinhobler/in;21232
Steinmetz/in;21232
Steinmetz/in - Steinbildhauer/in;21232
Steinmetz/in (Industrie);21232
Steinmetz/in und Steinbildhauer/in - Steinmetzarbeiten;21232
Steinpolierer/in;21232
Vorarbeiter/in (Steinmetz- und Steinbildhauerhandwerk);21232
Werksteinfacharbeiter/in - Oberflächenveredelung;21232
Werksteinfacharbeiter/in - Restauration und Denkmalgestalt.;21232
Werksteinfacharbeiter/in - Trennschleifen;21232
Restaurator/in - Steinm.-u. Steinbildh.hw./M. Prof. Restaur.;21233
Sandsteinrestaurator/in;21233
Steinbautechniker/in;21233
Steinmetztechniker/in;21233
Techniker/in - Steintechnik/B. Prof. Technik;21233
Betonelementeproduktionsmeister/in;21293
Betriebsmeister/in (Feuerfeste und keramische Rohstoffe);21293
Betriebsmeister/in (Natursteinaufbereitung);21293
Betriebsmeister/in (Sand- und Kiesaufbereitung);21293
Betriebsmeister/in (Steine- und Erdenindustrie);21293
Betriebsmeister/in (Steinkohleaufbereitung);21293
Bindemittelproduktionsmeister/in;21293
Grubenmeister/in;21293
Handwerksmeister/in - Betonstein- und Terrazzoherstellung;21293
Handwerksmeister/in - Steinmetz- und Steinbildhauerhandwerk;21293
Industriemeister/in - Aufbereitungs- und Verfahrenstechnik;21293
Industriemeister/in - Betonsteinindustrie;21293
Industriemeister/in - Kalk/Zement;21293
Industriemeister/in - Naturwerkstein;21293
Kalkmeister/in;21293
Meister/in - Bauelementeproduktion;21293
Meister/in - Betonelementeproduktion;21293
Meister/in - Betonstein- und Terrazzohandwerk;21293
Meister/in - Bindemittelproduktion;21293
Meister/in - Gewinnung und Aufbereitung von Zuschlagstoffen;21293
Meister/in - Kohleveredelung;21293
Meister/in - Natursteinindustrie;21293
Meister/in - Naturwerksteinindustrie;21293
Meister/in - Primärbaustoffproduktion;21293
Meister/in - Steinmetz- und Steinbildhauerhandwerk;21293
Meister/in - Steinmetzhandwerk;21293
Meister/in - Technische Kohle;21293
Meister/in - Werksteinbearbeitung;21293
Natursteinschleifermeister/in;21293
Steinmetz-/Steinbildhauermeister/in/B. Prof. Steinbildh.Hw.;21293
Steinmetzmeister/in;21293
Terrazzoherstellermeister/in;21293
Werkstein-/Terrazzoherstellermeister/in/B. Prof.Werk/Ter.Hw.;21293
Glasbearbeitungshelfer/in;21311
Glasmacherhelfer/in;21311
Glasmasseherstellerhelfer/in;21311
Helfer/in - Glas, Keramik;21311
Helfer/in - Glasherstellung und -verarbeitung;21311
Hohlglasmacherhelfer/in;21311
Industrieglasmacherhelfer/in;21311
Keram-, Glasmalerhelfer/in;21311
Maschinenbestücker/in (Glaswarenherstellung);21311
